Crash_UID,AlcoholInvolved,AtIntersection,BicycleInvolved,Year,Quarter,Month,Day,CrashTime,CrashType,DayOfWeek,DaytimeNighttime_NHTSA,DistractedDriverInvolved,DistractedDriverInjuries,DriverTextingInvolved,DriverUsingCellPhone,FunctionalClassCode,Hour,IntersectionType,Jurisdiction,Sum of Latitude,Sum of Longitude,LocationTypeName,Meteorological Season,MonthName,MotorcycleInvolved,Number_Of_Fatalities,Number_Of_Injuries,PedestrianFatalities,PedestrianInjuries,PedestrianInvolved,RelationToRoadway_Category,RelationToRoadway_Value,RoadName,RouteName,SchoolZone,SecondaryLocation,Age,Gender,Age_Groups,Pedestrian_UID,PedestrianAction_Category,PedestrianAction_Value,PedestrianCondition,PedestrianDrinking_Category,PedestrianDrinking_Value,PedestrianInjuryType,PedestrianState,WearReflectiveClothing,Year,WorkZoneType,WorkZoneLocation,WeatherCondition,TrafficControlType,TownName,Single_Multi_Vehicle,TypeOfCollision,TrainRelated,SpeedRelated,TrafficControlMechanicalDevice,MileMarker,RouteNumber,RoadwayDescription,RoadwayAlignment,RoadwayDefect,RoadwaySurfaceCondition,Sum of NumberOfVehicles,SchoolZoneInvolved,WorkZoneRelated
c3744296,No,Not at Intersection,No,2022,Qtr 2,June,7,1899-12-30 16:45:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,16,Not at Intersection,Norfolk City,36.93365,-76.24581,Urban,Summer,June,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,BAYVIEW BLVD E (NP - CITY OF NORFOLK),BAYVIEW BLVD,No,"",14,Male,under 15 Y.O.,ped1732187,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.06,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c9787139,No,Not at Intersection,No,2022,Qtr 2,June,7,1899-12-30 19:25:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Interstate,19,Not at Intersection,Smyth County,36.8206,-81.54542,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,I-81N,I-81,No,"",26,Male,21 - 35 Y.O.,ped6315516,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,43.69,81,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c0793414,No,Not at Intersection,No,2022,Qtr 2,June,7,1899-12-30 20:16:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Minor Arterial,20,Not at Intersection,Portsmouth City,36.82701,-76.33577,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,ALT VA-337N (1 CITY OF PORTSMOUTH),TURNPIKE RD,No,"",23,Female,21 - 35 Y.O.,ped3613193,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Not Applicable,Not Applicable,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,1.26,337,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0884380,No,Not at Intersection,No,2022,Qtr 2,June,8,1899-12-30 12:36:00,Injury Crash,Wednesday,Daytime,Yes,0,No,No,Minor Arterial,12,Not at Intersection,Chesterfield County,37.45675,-77.46881,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-637N (CHESTERFIELD COUNTY),HOPKINS RD,Yes,"",62,Male,51 - 64 Y.O.,ped0204664,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Yes,2022,Lane Closure,Advance Warning Area,No Adverse Condition (Clear/Cloud),Officer or Flagger,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,5.72,637,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,Yes,Yes
c6510281,No,Not at Intersection,No,2022,Qtr 2,June,8,1899-12-30 14:59:00,Injury Crash,Wednesday,Daytime,No,0,No,No,Local,14,Not at Intersection,Newport News City,37.15876,-76.54732,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,WYN DR (PR - CITY OF NEWPORT NEWS),WYN DR,No,"",16,Male,15 - 20 Y.O.,ped2929136,Coming From Behind Parked Cars,Coming From Behind Parked Cars,Not Applicable,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.38,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c3857040,No,Not at Intersection,No,2022,Qtr 2,June,9,1899-12-30 12:00:00,Injury Crash,Thursday,Daytime,Yes,0,No,No,Major Collector,12,Three Approaches,Roanoke City,37.2883,-79.94372,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Within Intersection,UR-8053S (CITY OF ROANOKE),LIBERTY RD,Yes - With School Activity,"",30,Female,21 - 35 Y.O.,ped2006806,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.47,8053,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,Yes,No
c6362510,No,Not at Intersection,No,2022,Qtr 2,June,10,1899-12-30 23:37:00,Injury Crash,Friday,Nighttime,No,0,No,No,Major Collector,23,Not at Intersection,Augusta County,38.04881,-79.055,Rural,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-654W (AUGUSTA COUNTY),WHITE HILL RD,No,"",32,Male,21 - 35 Y.O.,ped6052772,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,3.41,654,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5303504,No,Not at Intersection,No,2022,Qtr 2,June,11,1899-12-30 14:26:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,14,Not at Intersection,Richmond City,37.50588,-77.43437,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,GLENFIELD AVE (PR - CITY OF RICHMOND),GLENFIELD AVE,No,"",8,Female,under 15 Y.O.,ped0760978,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Not Applicable,Not Applicable,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.02,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c3763496,No,Not at Intersection,No,2022,Qtr 2,June,12,1899-12-30 16:14:00,Injury Crash,Sunday,Daytime,Yes,0,No,No,Other Principal Arterial,16,Not at Intersection,Richmond City,37.53308,-77.42787,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,US-360W,MAIN ST,No,"",11,Male,under 15 Y.O.,ped0056985,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Not Applicable,Not Applicable,Not Applicable,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Other,No,No,No Traffic Control Device Present,140.95,360,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0360893,No,Not at Intersection,No,2022,Qtr 2,June,15,1899-12-30 21:18:00,Fatal Crash,Wednesday,Nighttime,No,0,No,No,Other Principal Arterial,21,Not at Intersection,Pittsylvania County,36.58096,-79.30401,Urban,Summer,June,No,1,1,1,1,Yes,Intersection Area,Non-Intersection,US-58W,BOSTON RD,No,"",33,Female,21 - 35 Y.O.,ped0443568,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Rear End,No,No,Yes - Working,303.73,58,"Two-Way, Divided, Unprotected Median",Hillcrest - Straight,No Defects,Dry,2,No,No
c0360893,No,Not at Intersection,No,2022,Qtr 2,June,15,1899-12-30 21:18:00,Fatal Crash,Wednesday,Nighttime,No,0,No,No,Other Principal Arterial,21,Not at Intersection,Pittsylvania County,36.58096,-79.30401,Urban,Summer,June,No,1,1,1,1,Yes,Intersection Area,Non-Intersection,US-58W,BOSTON RD,No,"",62,Female,51 - 64 Y.O.,ped4008236,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Rear End,No,No,Yes - Working,303.73,58,"Two-Way, Divided, Unprotected Median",Hillcrest - Straight,No Defects,Dry,2,No,No
c2809233,No,Not at Intersection,No,2022,Qtr 2,June,17,1899-12-30 07:12:00,Injury Crash,Friday,Daytime,No,0,No,No,Other Freeways and Expressways,7,Not at Intersection,Suffolk City,36.76522,-76.5756,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-58E,US-58,No,"",39,Male,36 - 50 Y.O.,ped3137047,Crossing Not At Intersection,Crossing Not At Intersection – Rural,No Defects,Not Applicable,Not Applicable,Serious Injury,VA,Yes,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working and Obscured,472.1,58,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5358263,No,Not at Intersection,No,2022,Qtr 2,June,17,1899-12-30 12:46:00,Injury Crash,Friday,Daytime,No,0,No,No,Interstate,12,Not at Intersection,Henrico County,37.68069,-77.54209,Urban,Summer,June,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,I-295N,I-295,No,"",58,Male,51 - 64 Y.O.,ped5338323,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,Yes,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Angle,No,Yes,Yes - Working,48.8,295,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,2,No,No
c4485541,No,Not at Intersection,No,2022,Qtr 2,June,19,1899-12-30 18:15:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Major Collector,18,Not at Intersection,Winchester City,39.19097,-78.15561,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SMITHFIELD AVE (NP - CITY OF WINCHESTER),SMITHFIELD AVE,No,"",9,Male,under 15 Y.O.,ped3602026,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.4,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c8007539,No,Not at Intersection,No,2022,Qtr 2,June,19,1899-12-30 18:33:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Major Collector,18,Not at Intersection,Danville City,36.59435,-79.38097,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,UR-3726W (CITY OF DANVILLE),THOMAS ST,No,"",4,Male,under 15 Y.O.,ped4350996,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.22,3726,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7679731,No,Not at Intersection,No,2022,Qtr 2,June,21,1899-12-30 10:51:00,Injury Crash,Tuesday,Daytime,No,0,No,No,"",10,Not at Intersection,Arlington County,38.85652,-77.11335,Urban,Summer,June,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,9TH ST S (PR - ARLINGTON COUNTY),9TH ST,No,"",59,Female,51 - 64 Y.O.,ped3968603,Getting Off Or On Another Vehicle,Getting Off Or On Another Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Multiple Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,1.91,,"Two-Way, Not Divided",Hillcrest - Curve,No Defects,Dry,3,No,No
c0031563,No,Not at Intersection,No,2022,Qtr 2,June,21,1899-12-30 18:57:00,Injury Crash,Tuesday,Nighttime,Yes,1,No,No,Minor Arterial,18,Not at Intersection,Newport News City,37.14036,-76.51817,Urban,Summer,June,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,VA-173E,DENBIGH BLVD,No,"",22,Female,21 - 35 Y.O.,ped1515966,Crossing At Intersection,Crossing At Intersection No Signal,Other,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,3.12,173,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5020305,No,Not at Intersection,No,2022,Qtr 2,June,22,1899-12-30 03:48:00,Fatal Crash,Wednesday,Nighttime,No,0,No,No,Minor Arterial,3,Not at Intersection,Hampton City,37.00972,-76.38993,Urban,Summer,June,No,1,0,1,0,Yes,Interchange Area,Main-Line Roadway,VA-351E,PEMBROKE AVE,No,"",46,Male,36 - 50 Y.O.,ped2668446,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Available,Not Provided,Not Applicable,Not Applicable,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,2.7,351,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c8128283,No,Not at Intersection,No,2022,Qtr 2,June,23,1899-12-30 08:13:00,Injury Crash,Thursday,Daytime,No,0,No,No,Minor Arterial,8,Not at Intersection,Roanoke City,37.269,-79.92951,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-24P,JAMISON AVE,No,"",60,Male,51 - 64 Y.O.,ped6695684,Crossing Not At Intersection,Crossing Not At Intersection – Rural,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.23,24,"One-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2714908,No,Not at Intersection,No,2022,Qtr 2,June,24,1899-12-30 20:48:00,Injury Crash,Friday,Nighttime,No,0,No,No,Minor Arterial,20,Not at Intersection,Richmond City,37.46509,-77.4278,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-161N,COMMERCE RD,No,"",35,Male,21 - 35 Y.O.,ped9881672,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.07,161,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c8759155,No,Not at Intersection,No,2022,Qtr 2,June,25,1899-12-30 06:38:00,Fatal Crash,Saturday,Daytime,No,0,No,No,Local,6,Not at Intersection,Culpeper County,38.49662,-77.94208,Rural,Summer,June,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,SC-665S (CULPEPER COUNTY),INLET RD,No,"",55,Male,51 - 64 Y.O.,ped1541575,Walking In Roadway,Walking In Roadway Against Traffic – Side Walks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.88,665,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c8178179,No,Not at Intersection,No,2022,Qtr 2,June,26,1899-12-30 22:18:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Major Collector,22,Not at Intersection,Frederick County,39.08187,-78.21361,Urban,Summer,June,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-647S (FREDERICK COUNTY),AYLOR RD,No,"",35,Male,21 - 35 Y.O.,ped9482502,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.07,647,Unknown,Straight - Level,No Defects,Dry,1,No,No
c7732877,No,Not at Intersection,No,2022,Qtr 2,June,27,1899-12-30 04:37:00,Injury Crash,Monday,Nighttime,Yes,0,No,No,Other Principal Arterial,4,Not at Intersection,Henrico County,37.62544,-77.53062,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-250E,BROAD ST,No,"",50,Male,36 - 50 Y.O.,ped4894988,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,158.35,250,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c4459305,No,Not at Intersection,No,2022,Qtr 2,June,28,1899-12-30 02:35:00,Fatal Crash,Tuesday,Nighttime,No,0,No,No,Interstate,2,Not at Intersection,Roanoke County,37.3347,-80.01614,Urban,Summer,June,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,I-81N,I-81,No,"",54,Male,51 - 64 Y.O.,ped0908517,Getting Off Or On Another Vehicle,Getting Off Or On Another Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,Yes,2022,Lane Closure,Activity Area,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,142.9,81,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,Yes
c4976514,No,Not at Intersection,No,2022,Qtr 2,June,28,1899-12-30 06:54:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,6,Not at Intersection,Montgomery County,37.0704,-80.44324,Rural,Summer,June,No,0,3,0,1,Yes,Intersection Area,Non-Intersection,VA-8N,RINER RD,No,"",38,Male,36 - 50 Y.O.,ped2404377,Not Applicable,Not Applicable,Not Applicable,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Angle,No,No,Yes - Working,50.47,8,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,2,No,No
c1517040,No,Not at Intersection,No,2022,Qtr 2,June,28,1899-12-30 18:45:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Loudoun County,39.01191,-77.39944,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-1480N (LOUDOUN COUNTY),YORK RD,No,"",77,Female,65 and over Y.O.,ped7654292,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.23,1480,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c4493856,No,Not at Intersection,No,2022,Qtr 2,June,29,1899-12-30 22:48:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Major Collector,22,Four Approaches,Newport News City,36.99287,-76.40976,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,UR-7019N (CITY OF NEWPORT NEWS),CHESTNUT AVE,No,"",,Female,Null Age Group,ped0126319,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Other,No,No,No Traffic Control Device Present,0.43,7019,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6613712,No,Not at Intersection,No,2022,Qtr 2,June,29,1899-12-30 23:30:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Interstate,23,Not at Intersection,Prince William County,38.79939,-77.5948,Rural,Summer,June,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,I-66W,I-66,No,"",62,Male,51 - 64 Y.O.,ped2697134,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,WV,Yes,2022,Lane Closure,Activity Area,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,43.42,66,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,Yes
c9476190,No,Not at Intersection,No,2022,Qtr 2,June,30,1899-12-30 02:31:00,Injury Crash,Thursday,Nighttime,No,0,No,No,Local,2,Three Approaches,Va. Beach City,36.87013,-76.18057,Urban,Summer,June,No,0,1,0,1,Yes,Intersection Area,Within Intersection,CAMPUS DR (PR - CITY OF VIRGINIA BEACH),CAMPUS DR,No,"",33,Male,21 - 35 Y.O.,ped7592020,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.51,,Unknown,Straight - Level,No Defects,Dry,1,No,No
c3037687,No,Not at Intersection,No,2022,Qtr 2,June,30,1899-12-30 12:00:00,Injury Crash,Thursday,Daytime,No,0,No,No,Minor Arterial,12,Not at Intersection,Fairfax County,38.89535,-77.23644,Urban,Summer,June,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,SC-698N (FAIRFAX COUNTY),CEDAR LN,No,"",34,Male,21 - 35 Y.O.,ped4204771,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Yield Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,2.21,698,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c4299213,No,Not at Intersection,No,2022,Qtr 3,July,2,1899-12-30 11:02:00,Injury Crash,Saturday,Daytime,No,0,No,No,Major Collector,11,Not at Intersection,Alexandria City,38.80433,-77.13241,Urban,Summer,July,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,UR-6575E (CITY OF ALEXANDRIA),PICKETT ST,No,"",29,Female,21 - 35 Y.O.,ped1887566,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.1,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
